Roma,1,tothom,"En George Clonney té un pla malvat per destruir el mon! Necessitem els vostre coneixaments per fer-l'hi front. 
Els nostres 2 usuaris han aconseguit trobar el pla d'en George Clonney però aquest està xifrat. 
Un dels 2 usuaris té el codi per desxifrar-ho però no sabem quin és.
Intenta averiguar-ho connectant-hi per SSH a la IP   
52.148.248.105- usuari1 : Patata , usuari2 : Patata",ICKKI2P2,100
Roma,2,tothom,"Hem aconseguit desxifrar el pla d'en George Clonney però ara en demana una contrasenya amb una pista adjunta.
 ""Què fumen 8 informàtics?""",petabyte,100
Roma,3,tothom,"Ja sabem el pla d'en George Clonney. Vol canviar l'ús de l'aigua per cafè i que així la població es deshidrati.
Envia'ns una foto on surts beguent aigua per saber que estàs ben hidratat >:( 
(Quant més còmica sigui la foto més punts tindreu) Codi : H2O",H2O,100
Roma,4,gm,Sabem que la base d'en George Clonney es troba en el lloc on ell va néixer. Digues la ciutat on va néixer.,Lexington,200
Roma,5,gs,"Ens hem de guanyar la confiança dels millors programadors del mon. Per fer-ho ens han posat una prova:
https://www.aceptaelreto.com/problem/statement.php?id=116
S'ha de mostrar la captura del problema amb ACCEPTED CODI:ACC",ACC,200
Nueva York,1,tothom,"Hay una amenaza en el mundo de las maquinas de cafe. Se sospecha que se han infectado con un virus, la nuestra se lo han llevado y metido en la quarantena de un hospital que aun no conocemos. Sabiendo que nuestra maquina de café no esta infectada la queremos rescatar...
En Google encontrar mas pistas del hospital, pero para eso tienes que ser capaz de preguntar a goole (hacer un ping) y avanzar en la busqueda... Ya tenemos preparado un dispositivo para hacer las consultas en jugador1@ec2-54-164-193-176.compute-1.amazonaws.com . Contraseña: jugador1234. ",HOSPITAL_con_mas_llits,100
Nueva York,2,GM,"Enhorabuena!!! Lo conseguiste.
Ahora parece que tenemos otro problema, nos falta mas pistas para seguir avanzando en la busqueda de nuestra maquina de cafe.
Google ha encriptado el codigo en una pagina WEB. Localiza la pagina en tu navegador en la direccion 54.164.193.176 y busca la siguente pista.... ",General,100
Nueva York,3,GS," Enhorabuena!!! Lo conseguiste. Ahora que sabemos mas pistas, tienes que utilizar el codigo anterior para hacer una consulta en  mysql.  Utiliza el usuario: ny y la constraseña: ny1234 utilizando la base de dato: basededades. Busca el hospital que se llevo nuestra maquina de café.",General,100
Nueva York,4,tothom,"Muy bien, ya sabemos en que Hospital encontrarla...pero cuidado... tienes que entrenar un poquito... tienes que hacer 'plancha' durante 20 segundos porque hay que ir arastrando el suelo para que los guardias y las camaras de seguridad no te detecten...",8572,100
Nueva York,5,tothom,"Muy bien bribon!!! Eres lo bastante rapido para que la guardia no te pille. Ahora tenemos que matar el programa de vigilancia de las
camara de seguridad y buscar en la raiz del proceso alguna pista mas...",11471,200
